game_date,athlete_display_name,team_name,minutes,field_goals_made,field_goals_attempted,three_point_field_goals_made,three_point_field_goals_attempted,free_throws_made,free_throws_attempted,offensive_rebounds,defensive_rebounds,rebounds,assists,steals,blocks,turnovers,fouls,plus_minus,points,starter,ejected,did_not_play,home_away,team_winner
6/20/2025,Nia Coffey,Dream,13,4,6,0,1,1,1,0,0,0,3,0,0,0,2,1,9,FALSE,FALSE,FALSE,home,TRUE
6/20/2025,Naz Hillmon,Dream,18,3,7,2,4,0,0,0,3,3,0,1,0,0,1,4,8,FALSE,FALSE,FALSE,home,TRUE
6/20/2025,Shatori Walker-Kimbrough,Dream,10,1,1,0,0,0,0,0,0,0,1,0,0,0,1,-4,2,FALSE,FALSE,FALSE,home,TRUE
6/20/2025,Te-Hina Paopao,Dream,15,3,4,1,2,0,0,0,2,2,2,0,1,3,2,15,7,FALSE,FALSE,FALSE,home,TRUE
6/20/2025,Taylor Thierry,Dream,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,TRUE
6/20/2025,Maya Caldwell,Dream,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,TRUE
6/20/2025,Myisha Hines-Allen,Wings,18,2,4,0,0,0,0,1,5,6,2,0,0,2,2,9,4,TRUE,FALSE,FALSE,away,TRUE
6/20/2025,NaLyssa Smith,Wings,17,5,9,0,1,2,2,2,5,7,1,1,0,2,3,6,12,TRUE,FALSE,FALSE,away,TRUE
6/20/2025,Arike Ogunbowale,Wings,34,2,9,1,4,2,2,0,2,2,1,1,0,3,4,-5,7,TRUE,FALSE,FALSE,away,TRUE
6/20/2025,Paige Bueckers,Wings,37,7,16,1,4,6,7,0,2,2,7,2,0,4,1,7,21,TRUE,FALSE,FALSE,away,TRUE
6/20/2025,Aziaha James,Wings,25,5,7,0,0,7,8,1,4,5,5,0,0,2,3,6,17,TRUE,FALSE,FALSE,away,TRUE
6/20/2025,Li Yueru,Wings,24,2,5,1,1,6,6,5,4,9,3,1,0,0,2,-5,11,FALSE,FALSE,FALSE,away,TRUE
6/20/2025,Kaila Charles,Wings,14,4,8,1,3,0,1,1,0,1,1,0,0,1,2,0,9,FALSE,FALSE,FALSE,away,TRUE
6/20/2025,DiJonai Carrington,Wings,24,2,9,0,3,1,4,7,2,9,1,2,1,2,2,-1,5,FALSE,FALSE,FALSE,away,TRUE
6/20/2025,JJ Quinerly,Wings,4,0,0,0,0,0,0,0,0,0,2,0,0,1,1,-4,0,FALSE,FALSE,FALSE,away,TRUE
6/20/2025,Haley Jones,Wings,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,FALSE,FALSE,FALSE,away,TRUE
6/20/2025,Maddy Siegrist,Wings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,TRUE
6/20/2025,Tyasha Harris,Wings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,TRUE
6/20/2025,Haley Peters,Sun,12,1,3,0,1,0,0,1,3,4,1,0,1,0,2,-6,2,TRUE,FALSE,FALSE,home,FALSE
6/20/2025,Tina Charles,Sun,29,8,17,0,2,10,11,4,2,6,1,1,0,1,2,-2,26,TRUE,FALSE,FALSE,home,FALSE
6/20/2025,Marina Mabrey,Sun,29,2,10,1,6,3,4,0,3,3,6,0,1,2,2,-7,8,TRUE,FALSE,FALSE,home,FALSE
6/20/2025,Jacy Sheldon,Sun,24,4,4,2,2,0,0,0,1,1,2,0,0,0,5,-1,10,TRUE,FALSE,FALSE,home,FALSE
6/20/2025,Saniya Rivers,Sun,28,3,10,2,4,0,2,3,1,4,2,3,2,3,5,0,8,TRUE,FALSE,FALSE,home,FALSE
6/20/2025,Aneesah Morrow,Sun,19,3,6,0,0,4,5,3,4,7,3,0,1,0,4,-1,10,FALSE,FALSE,FALSE,home,FALSE
6/20/2025,Olivia Nelson-Ododa,Sun,20,3,5,0,0,0,0,0,0,0,1,1,3,0,2,3,6,FALSE,FALSE,FALSE,home,FALSE
6/20/2025,Bria Hartley,Sun,17,1,6,1,3,4,4,0,2,2,2,2,0,3,0,5,7,FALSE,FALSE,FALSE,home,FALSE
6/20/2025,Lindsay Allen,Sun,17,2,2,0,0,2,2,0,0,0,1,2,0,3,4,-4,6,FALSE,FALSE,FALSE,home,FALSE
6/20/2025,Jaelyn Brown,Sun,5,0,1,0,0,0,0,0,2,2,0,0,0,0,0,-2,0,FALSE,FALSE,FALSE,home,FALSE
6/20/2025,Rayah Marshall,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,FALSE
6/20/2025,Kariata Diaby,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,FALSE
6/19/2025,Natasha Howard,Fever,24,6,11,0,2,1,1,1,4,5,2,0,0,2,2,-5,13,TRUE,FALSE,FALSE,away,FALSE
6/19/2025,Aliyah Boston,Fever,30,7,11,1,1,2,2,3,9,12,1,1,3,3,5,0,17,TRUE,FALSE,FALSE,away,FALSE
6/19/2025,Kelsey Mitchell,Fever,33,6,11,1,5,3,4,0,1,1,2,0,0,4,5,0,16,TRUE,FALSE,FALSE,away,FALSE
6/19/2025,Lexie Hull,Fever,33,1,5,1,2,0,0,0,3,3,3,0,0,0,3,-5,3,TRUE,FALSE,FALSE,away,FALSE
6/19/2025,Caitlin Clark,Fever,34,3,14,0,7,5,5,0,7,7,9,1,0,6,3,-10,11,TRUE,FALSE,FALSE,away,FALSE
6/19/2025,Damiris Dantas,Fever,8,1,4,1,3,0,0,0,0,0,0,0,0,0,2,-7,3,FALSE,FALSE,FALSE,away,FALSE
6/19/2025,Brianna Turner,Fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,away,FALSE
6/19/2025,Makayla Timpson,Fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,away,FALSE
6/19/2025,Sydney Colson,Fever,13,2,3,1,2,0,0,0,1,1,2,1,0,1,2,-14,5,FALSE,FALSE,FALSE,away,FALSE
6/19/2025,Sophie Cunningham,Fever,24,3,7,3,7,0,0,1,5,6,1,0,0,0,0,-14,9,FALSE,FALSE,FALSE,away,FALSE
6/19/2025,Kayla Thornton,Valkyries,20,5,11,5,8,1,4,2,4,6,0,1,0,1,4,3,16,TRUE,FALSE,FALSE,home,TRUE
6/19/2025,Stephanie Talbot,Valkyries,15,0,3,0,2,0,0,1,2,3,0,3,0,0,1,-8,0,TRUE,FALSE,FALSE,home,TRUE
6/19/2025,Monique Billings,Valkyries,19,4,7,0,2,0,1,3,0,3,1,1,0,2,4,-14,8,TRUE,FALSE,FALSE,home,TRUE
6/19/2025,Veronica Burton,Valkyries,32,2,11,1,6,6,6,0,5,5,3,0,1,0,0,10,11,TRUE,FALSE,FALSE,home,TRUE
6/19/2025,Carla Leite,Valkyries,20,4,7,0,1,0,0,0,1,1,4,1,0,2,2,-6,8,TRUE,FALSE,FALSE,home,TRUE
6/19/2025,Chloe Bibby,Valkyries,24,4,9,2,6,2,2,1,2,3,1,1,0,0,1,25,12,FALSE,FALSE,FALSE,home,TRUE
6/19/2025,Laeticia Amihere,Valkyries,19,3,6,0,0,4,8,1,2,3,3,1,4,0,2,13,10,FALSE,FALSE,FALSE,home,TRUE
6/19/2025,Tiffany Hayes,Valkyries,32,4,9,0,2,6,6,0,3,3,5,1,0,1,3,20,14,FALSE,FALSE,FALSE,home,TRUE
6/19/2025,Kate Martin,Valkyries,20,4,7,1,4,0,0,0,5,5,1,1,0,1,1,12,9,FALSE,FALSE,FALSE,home,TRUE
6/19/2025,Aerial Powers,Valkyries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,TRUE
6/19/2025,Bree Hall,Valkyries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,TRUE
6/19/2025,Kaitlyn Chen,Valkyries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,TRUE
6/19/2025,Alyssa Thomas,Mercury,27,6,10,0,0,6,9,6,9,15,7,2,0,1,2,12,18,TRUE,FALSE,FALSE,away,TRUE
6/19/2025,Kathryn Westbeld,Mercury,15,2,5,0,2,0,0,0,0,0,0,3,0,0,4,10,4,TRUE,FALSE,FALSE,away,TRUE
6/19/2025,Satou Sabally,Mercury,28,4,18,0,8,7,9,1,8,9,0,1,0,4,3,0,15,TRUE,FALSE,FALSE,away,TRUE
6/19/2025,Sami Whitcomb,Mercury,30,5,12,4,9,2,2,0,5,5,5,0,0,2,2,8,16,TRUE,FALSE,FALSE,away,TRUE
6/19/2025,Monique Akoa Makani,Mercury,28,8,12,0,4,5,5,1,0,1,6,0,0,2,3,6,21,TRUE,FALSE,FALSE,away,TRUE
6/19/2025,Natasha Mack,Mercury,20,0,1,0,0,0,0,3,3,6,2,1,3,1,4,4,0,FALSE,FALSE,FALSE,away,TRUE
6/19/2025,Kalani Brown,Mercury,7,0,0,0,0,0,0,0,2,2,0,1,0,1,1,-4,0,FALSE,FALSE,FALSE,away,TRUE
6/19/2025,Murjanatu Musa,Mercury,8,0,1,0,0,2,2,2,0,2,0,0,0,0,0,-7,2,FALSE,FALSE,FALSE,away,TRUE
6/19/2025,Kitija Laksa,Mercury,28,5,11,3,6,0,0,1,0,1,1,1,0,0,1,17,13,FALSE,FALSE,FALSE,away,TRUE
6/19/2025,Lexi Held,Mercury,9,0,2,0,2,0,0,1,0,1,1,1,0,2,1,-6,0,FALSE,FALSE,FALSE,away,TRUE
6/19/2025,Kahleah Copper,Mercury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,TRUE
6/19/2025,Megan McConnell,Mercury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,TRUE
6/19/2025,Breanna Stewart,Liberty,37,11,17,3,4,10,11,0,3,3,2,3,0,6,1,-2,35,TRUE,FALSE,FALSE,home,FALSE
6/19/2025,Kennedy Burke,Liberty,22,2,3,2,2,0,0,1,1,2,1,1,0,2,5,-5,6,TRUE,FALSE,FALSE,home,FALSE
6/19/2025,Jonquel Jones,Liberty,9,1,1,0,0,0,0,0,4,4,0,0,1,2,0,-2,2,TRUE,FALSE,FALSE,home,FALSE
6/19/2025,Natasha Cloud,Liberty,33,3,8,2,5,0,0,1,2,3,10,0,0,0,5,-2,8,TRUE,FALSE,FALSE,home,FALSE
6/19/2025,Sabrina Ionescu,Liberty,35,3,16,1,10,9,9,1,5,6,6,3,0,5,1,-10,16,TRUE,FALSE,FALSE,home,FALSE
6/19/2025,Isabelle Harrison,Liberty,4,0,0,0,0,1,2,0,0,0,0,0,0,0,2,-6,1,FALSE,FALSE,FALSE,home,FALSE
6/19/2025,Nyara Sabally,Liberty,27,3,6,0,0,1,3,2,5,7,0,0,0,3,3,-1,7,FALSE,FALSE,FALSE,home,FALSE
6/19/2025,Rebekah Gardner,Liberty,9,0,2,0,0,0,0,1,4,5,0,0,0,1,1,-1,0,FALSE,FALSE,FALSE,home,FALSE
6/19/2025,Marine Johannes,Liberty,22,3,8,0,5,0,0,0,2,2,0,1,1,0,2,-5,6,FALSE,FALSE,FALSE,home,FALSE
6/19/2025,Jaylyn Sherrod,Liberty,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-6,0,FALSE,FALSE,FALSE,home,FALSE
6/19/2025,Marquesha Davis,Liberty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,FALSE
6/18/2025,Alyssa Thomas,Mercury,31,5,10,0,0,4,6,3,5,8,11,1,0,5,3,4,14,TRUE,FALSE,FALSE,away,TRUE
6/18/2025,Kathryn Westbeld,Mercury,23,1,4,0,3,2,2,1,3,4,2,1,1,0,1,14,4,TRUE,FALSE,FALSE,away,TRUE
6/18/2025,Satou Sabally,Mercury,29,3,11,1,5,5,6,4,11,15,1,1,1,1,2,14,12,TRUE,FALSE,FALSE,away,TRUE
6/18/2025,Kahleah Copper,Mercury,22,2,9,2,4,7,8,0,1,1,2,1,0,0,2,17,13,TRUE,FALSE,FALSE,away,TRUE
6/18/2025,Monique Akoa Makani,Mercury,21,1,3,1,3,2,2,1,3,4,0,2,0,2,6,4,5,TRUE,FALSE,FALSE,away,TRUE
6/18/2025,Natasha Mack,Mercury,18,3,7,0,0,0,0,0,2,2,0,1,2,0,4,-2,6,FALSE,FALSE,FALSE,away,TRUE
6/18/2025,Kalani Brown,Mercury,5,0,0,0,0,0,0,0,1,1,2,0,0,1,1,1,0,FALSE,FALSE,FALSE,away,TRUE
6/18/2025,Murjanatu Musa,Mercury,8,2,4,0,0,0,0,2,0,2,0,0,0,0,0,-3,4,FALSE,FALSE,FALSE,away,TRUE
6/18/2025,Kitija Laksa,Mercury,23,4,10,2,6,1,1,0,2,2,0,0,1,1,1,-14,11,FALSE,FALSE,FALSE,away,TRUE
6/18/2025,Lexi Held,Mercury,20,5,6,2,2,2,2,1,1,2,0,2,0,2,0,5,14,FALSE,FALSE,FALSE,away,TRUE
6/18/2025,Sami Whitcomb,Mercury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,TRUE
6/18/2025,Megan McConnell,Mercury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,TRUE
6/18/2025,Tina Charles,Sun,15,1,5,0,1,0,0,1,3,4,1,0,0,4,1,-15,2,TRUE,FALSE,FALSE,home,FALSE
6/18/2025,Olivia Nelson-Ododa,Sun,23,4,6,0,0,2,4,4,10,14,1,0,3,1,2,-8,10,TRUE,FALSE,FALSE,home,FALSE
6/18/2025,Bria Hartley,Sun,19,2,6,2,4,3,4,1,0,1,2,0,0,0,4,-5,9,TRUE,FALSE,FALSE,home,FALSE
6/18/2025,Marina Mabrey,Sun,37,2,11,1,5,3,3,0,2,2,7,0,2,2,3,-9,8,TRUE,FALSE,FALSE,home,FALSE
6/18/2025,Jacy Sheldon,Sun,24,5,11,3,6,0,0,0,0,0,1,0,0,3,1,-7,13,TRUE,FALSE,FALSE,home,FALSE
6/18/2025,Haley Peters,Sun,12,1,5,0,2,0,0,1,3,4,2,0,0,0,0,1,2,FALSE,FALSE,FALSE,home,FALSE
6/18/2025,Aneesah Morrow,Sun,23,5,11,0,1,6,8,3,6,9,1,3,0,2,2,3,16,FALSE,FALSE,FALSE,home,FALSE
6/18/2025,Kariata Diaby,Sun,7,1,3,0,0,0,0,0,2,2,0,1,0,0,0,3,2,FALSE,FALSE,FALSE,home,FALSE
6/18/2025,Lindsay Allen,Sun,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-1,0,FALSE,FALSE,FALSE,home,FALSE
6/18/2025,Jaelyn Brown,Sun,13,2,3,2,3,0,0,0,0,0,0,0,0,0,2,-4,6,FALSE,FALSE,FALSE,home,FALSE
6/18/2025,Saniya Rivers,Sun,23,2,7,0,2,3,4,1,0,1,3,1,0,1,3,2,7,FALSE,FALSE,FALSE,home,FALSE
6/18/2025,Rayah Marshall,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,FALSE
6/17/2025,Nneka Ogwumike,Storm,27,12,16,0,3,2,2,1,4,5,2,3,0,0,2,31,26,TRUE,FALSE,FALSE,away,TRUE
6/17/2025,Gabby Williams,Storm,29,5,10,1,3,0,0,0,4,4,7,8,0,1,2,34,11,TRUE,FALSE,FALSE,away,TRUE
6/17/2025,Ezi Magbegor,Storm,16,1,3,0,0,0,0,0,3,3,5,0,6,3,3,3,2,TRUE,FALSE,FALSE,away,TRUE
6/17/2025,Skylar Diggins,Storm,29,4,7,3,4,4,6,0,3,3,7,0,1,1,3,35,15,TRUE,FALSE,FALSE,away,TRUE
6/17/2025,Erica Wheeler,Storm,28,6,11,3,5,0,0,0,3,3,2,1,0,2,3,9,15,TRUE,FALSE,FALSE,away,TRUE
6/17/2025,Alysha Clark,Storm,19,5,7,4,5,0,0,0,2,2,2,0,0,0,2,27,14,FALSE,FALSE,FALSE,away,TRUE
6/17/2025,Mackenzie Holmes,Storm,5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,away,TRUE
6/17/2025,Dominique Malonga,Storm,13,3,7,0,1,1,2,1,2,3,1,1,0,1,2,0,7,FALSE,FALSE,FALSE,away,TRUE
6/17/2025,Lexie Brown,Storm,21,1,6,1,6,0,0,0,2,2,1,1,0,1,4,11,3,FALSE,FALSE,FALSE,away,TRUE
6/17/2025,Zia Cooke,Storm,14,2,7,1,3,0,0,1,0,1,2,1,0,1,1,4,5,FALSE,FALSE,FALSE,away,TRUE
6/17/2025,Dearica Hamby,Sparks,25,4,8,0,1,0,2,1,6,7,3,2,0,5,3,-20,8,TRUE,FALSE,FALSE,home,FALSE
6/17/2025,Azura Stevens,Sparks,24,6,16,0,4,4,5,6,4,10,1,3,1,2,0,-11,16,TRUE,FALSE,FALSE,home,FALSE
6/17/2025,Rickea Jackson,Sparks,36,4,15,1,6,8,8,1,1,2,2,2,0,4,0,-32,17,TRUE,FALSE,FALSE,home,FALSE
6/17/2025,Shey Peddy,Sparks,24,1,2,1,1,3,4,0,4,4,3,0,0,3,3,-5,6,TRUE,FALSE,FALSE,home,FALSE
6/17/2025,Sarah Ashlee Barker,Sparks,34,4,11,4,5,0,0,1,6,7,1,0,0,2,2,-31,12,TRUE,FALSE,FALSE,home,FALSE
6/17/2025,Emma Cannon,Sparks,16,1,2,0,0,0,0,2,6,8,1,0,0,1,1,-20,2,FALSE,FALSE,FALSE,home,FALSE
6/17/2025,Sania Feagin,Sparks,11,0,4,0,2,0,0,0,1,1,1,0,3,2,2,-14,0,FALSE,FALSE,FALSE,home,FALSE
6/17/2025,Liatu King,Sparks,10,1,2,0,1,4,4,0,0,0,1,0,0,0,0,1,6,FALSE,FALSE,FALSE,home,FALSE
6/17/2025,Mercedes Russell,Sparks,4,0,0,0,0,0,0,1,1,2,0,0,0,0,0,3,0,FALSE,FALSE,FALSE,home,FALSE
6/17/2025,Grace Berger,Sparks,16,0,4,0,2,0,0,1,0,1,1,0,0,3,1,-26,0,FALSE,FALSE,FALSE,home,FALSE
6/17/2025,Odyssey Sims,Sparks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE,FALSE,TRUE,home,FALSE
6/17/2025,Julie Allemand,Sparks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FALSE,FALSE,TRUE,home,FALSE
6/17/2025,Shakira Austin,Mystics,27,4,8,0,1,1,2,2,7,9,2,2,4,4,0,23,9,TRUE,FALSE,FALSE,away,TRUE
6/17/2025,Kiki Iriafen,Mystics,27,3,8,0,0,2,4,3,3,6,1,1,0,4,4,12,8,TRUE,FALSE,FALSE,away,TRUE
6/17/2025,Brittney Sykes,Mystics,36,13,24,4,5,2,3,2,0,2,5,3,0,3,3,13,32,TRUE,FALSE,FALSE,away,TRUE
6/17/2025,Sug Sutton,Mystics,20,2,3,2,3,1,2,0,0,0,6,2,0,0,1,2,7,TRUE,FALSE,FALSE,away,TRUE
6/17/2025,Sonia Citron,Mystics,36,4,9,1,3,4,5,1,8,9,3,3,0,2,2,21,13,TRUE,FALSE,FALSE,away,TRUE
6/17/2025,Aaliyah Edwards,Mystics,12,2,4,0,0,2,4,2,0,2,1,1,1,1,3,-6,6,FALSE,FALSE,FALSE,away,TRUE
6/17/2025,Stefanie Dolson,Mystics,13,0,1,0,1,2,2,0,0,0,1,1,0,0,3,-15,2,FALSE,FALSE,FALSE,away,TRUE
6/17/2025,Lucy Olsen,Mystics,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,FALSE,FALSE,FALSE,away,TRUE
6/17/2025,Jade Melbourne,Mystics,24,1,7,0,2,0,0,2,2,4,2,1,0,2,1,-8,2,FALSE,FALSE,FALSE,away,TRUE
6/17/2025,Emily Engstler,Mystics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,TRUE
6/17/2025,Sika Kone,Mystics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,TRUE
6/17/2025,Georgia Amoore,Mystics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,TRUE
6/17/2025,Angel Reese,Sky,35,7,13,0,1,3,4,2,8,10,5,1,1,7,4,-7,17,TRUE,FALSE,FALSE,home,FALSE
6/17/2025,Kamilla Cardoso,Sky,29,8,13,0,0,2,5,6,4,10,1,1,1,2,2,5,18,TRUE,FALSE,FALSE,home,FALSE
6/17/2025,Rebecca Allen,Sky,21,2,4,1,2,2,2,0,5,5,4,2,0,4,1,5,7,TRUE,FALSE,FALSE,home,FALSE
6/17/2025,Kia Nurse,Sky,15,1,4,1,2,0,0,0,0,0,1,1,0,0,2,-4,3,TRUE,FALSE,FALSE,home,FALSE
6/17/2025,Ariel Atkins,Sky,34,4,9,0,1,2,2,0,2,2,7,2,4,2,2,-7,10,TRUE,FALSE,FALSE,home,FALSE
6/17/2025,Michaela Onyenwere,Sky,11,3,5,0,1,0,0,0,1,1,0,0,0,2,5,-10,6,FALSE,FALSE,FALSE,home,FALSE
6/17/2025,Elizabeth Williams,Sky,13,3,4,0,0,0,0,0,0,0,1,0,0,0,1,-11,6,FALSE,FALSE,FALSE,home,FALSE
6/17/2025,Rachel Banham,Sky,15,0,3,0,2,0,0,1,0,1,1,3,0,0,4,-4,0,FALSE,FALSE,FALSE,home,FALSE
6/17/2025,Hailey Van Lith,Sky,26,2,6,1,1,0,0,0,2,2,1,0,0,5,1,-2,5,FALSE,FALSE,FALSE,home,FALSE
6/17/2025,Maddy Westbeld,Sky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,FALSE
6/17/2025,Courtney Vandersloot,Sky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,FALSE
6/17/2025,Moriah Jefferson,Sky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,FALSE
6/17/2025,Kayla Thornton,Valkyries,35,5,11,2,6,5,6,0,5,5,0,1,1,4,3,-3,17,TRUE,FALSE,FALSE,away,FALSE
6/17/2025,Stephanie Talbot,Valkyries,21,0,3,0,2,0,0,0,2,2,4,1,0,1,2,6,0,TRUE,FALSE,FALSE,away,FALSE
6/17/2025,Monique Billings,Valkyries,34,7,13,2,3,2,6,1,7,8,0,1,2,1,1,-7,18,TRUE,FALSE,FALSE,away,FALSE
6/17/2025,Veronica Burton,Valkyries,27,1,8,1,4,1,2,0,3,3,5,1,1,2,5,0,4,TRUE,FALSE,FALSE,away,FALSE
6/17/2025,Carla Leite,Valkyries,27,2,6,0,1,4,4,0,2,2,4,1,1,3,4,2,8,TRUE,FALSE,FALSE,away,FALSE
6/17/2025,Laeticia Amihere,Valkyries,24,6,7,0,0,2,3,3,3,6,2,0,1,2,4,-17,14,FALSE,FALSE,FALSE,away,FALSE
6/17/2025,Tiffany Hayes,Valkyries,22,3,10,2,4,2,2,1,1,2,1,0,0,1,0,-19,10,FALSE,FALSE,FALSE,away,FALSE
6/17/2025,Kate Martin,Valkyries,8,0,1,0,0,0,0,0,0,0,1,0,0,2,0,-7,0,FALSE,FALSE,FALSE,away,FALSE
6/17/2025,Chloe Bibby,Valkyries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
6/17/2025,Aerial Powers,Valkyries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
6/17/2025,Kaitlyn Chen,Valkyries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
6/17/2025,Myisha Hines-Allen,Wings,28,4,6,0,1,1,3,2,4,6,2,0,2,2,1,-1,9,TRUE,FALSE,FALSE,home,TRUE
6/17/2025,NaLyssa Smith,Wings,17,3,6,0,0,0,0,2,8,10,1,0,0,1,3,-9,6,TRUE,FALSE,FALSE,home,TRUE
6/17/2025,Arike Ogunbowale,Wings,36,7,19,3,8,2,2,1,4,5,6,3,1,1,3,6,19,TRUE,FALSE,FALSE,home,TRUE
6/17/2025,Paige Bueckers,Wings,39,9,18,0,5,2,2,0,4,4,2,4,2,3,3,11,20,TRUE,FALSE,FALSE,home,TRUE
6/17/2025,Aziaha James,Wings,17,1,6,1,4,0,0,0,3,3,2,0,0,0,1,-12,3,TRUE,FALSE,FALSE,home,TRUE
6/17/2025,Li Yueru,Wings,13,1,3,0,1,0,0,1,1,2,2,0,0,0,2,9,2,FALSE,FALSE,FALSE,home,TRUE
6/17/2025,Kaila Charles,Wings,24,2,6,1,2,5,6,4,1,5,4,3,1,0,4,21,10,FALSE,FALSE,FALSE,home,TRUE
6/17/2025,DiJonai Carrington,Wings,22,1,9,1,5,5,6,3,1,4,4,2,0,3,2,16,8,FALSE,FALSE,FALSE,home,TRUE
6/17/2025,JJ Quinerly,Wings,4,1,1,1,1,0,0,0,0,0,0,0,0,1,1,4,3,FALSE,FALSE,FALSE,home,TRUE
6/17/2025,Haley Jones,Wings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,home,TRUE
6/17/2025,Kiah Stokes,Aces,30,3,7,1,2,0,0,1,7,8,1,0,1,0,4,-3,7,TRUE,FALSE,FALSE,away,FALSE
6/17/2025,Chelsea Gray,Aces,33,2,9,0,4,5,7,1,1,2,6,2,0,3,2,-11,9,TRUE,FALSE,FALSE,away,FALSE
6/17/2025,Tiffany Mitchell,Aces,21,5,6,0,0,0,0,1,4,5,0,1,0,2,1,-17,10,TRUE,FALSE,FALSE,away,FALSE
6/17/2025,Jewell Loyd,Aces,34,4,12,4,8,0,0,2,6,8,3,0,1,3,3,-7,12,TRUE,FALSE,FALSE,away,FALSE
6/17/2025,Jackie Young,Aces,31,3,13,1,3,2,2,1,2,3,6,0,0,4,5,-2,9,TRUE,FALSE,FALSE,away,FALSE
6/17/2025,Joyner Holmes,Aces,6,0,2,0,0,0,0,1,0,1,0,0,0,0,2,-2,0,FALSE,FALSE,FALSE,away,FALSE
6/17/2025,Kierstan Bell,Aces,12,2,5,1,2,0,0,0,3,3,0,1,0,1,1,-4,5,FALSE,FALSE,FALSE,away,FALSE
6/17/2025,Elizabeth Kitley,Aces,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-7,0,FALSE,FALSE,FALSE,away,FALSE
6/17/2025,Dana Evans,Aces,14,1,5,1,3,0,0,0,1,1,2,0,0,2,0,-4,3,FALSE,FALSE,FALSE,away,FALSE
6/17/2025,Aaliyah Nye,Aces,15,3,5,1,2,0,0,1,2,3,0,0,2,1,1,-13,7,FALSE,FALSE,FALSE,away,FALSE
6/17/2025,A'ja Wilson,Aces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
6/17/2025,Megan Gustafson,Aces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,away,FALSE
6/17/2025,Bridget Carleton,Lynx,34,2,6,1,4,2,2,2,4,6,4,1,0,1,1,13,7,TRUE,FALSE,FALSE,home,TRUE
