athlete_display_name,team_name,game_date,minutes,points,rebounds,assists,steals,blocks,turnovers,field_goals_made,field_goals_attempted,three_point_field_goals_made,three_point_field_goals_attempted,free_throws_made,free_throws_attempted,team_winner,home_away,fg_pct,three_pt_pct,ft_pct
Shakira Austin,Mystics,2025-06-20,32.0,28.0,10,3,3,2,1,13,17,0,0,2.0,2,False,away,0.7647058823529411,0.15384615384615385,1.0
Kiki Iriafen,Mystics,2025-06-20,24.0,9.0,6,2,0,0,1,4,9,0,0,1.0,2,False,away,0.4444444444444444,0.22857142857142856,0.5
Brittney Sykes,Mystics,2025-06-20,36.0,21.0,5,8,2,1,5,5,10,1,1,10.0,11,False,away,0.5,1.0,0.9090909090909091
Sug Sutton,Mystics,2025-06-20,20.0,7.0,5,3,0,0,2,2,7,1,4,2.0,2,False,away,0.2857142857142857,0.25,1.0
Sonia Citron,Mystics,2025-06-20,37.0,17.0,3,3,1,0,1,7,14,2,7,1.0,1,False,away,0.5,0.2857142857142857,1.0
Emily Engstler,Mystics,2025-06-20,13.0,3.0,2,1,1,1,2,1,1,0,0,1.0,2,False,away,1.0,0.25260416666666663,0.5
Aaliyah Edwards,Mystics,2025-06-20,6.0,3.0,0,0,1,0,1,1,1,0,0,1.0,2,False,away,1.0,0.0,0.5
Stefanie Dolson,Mystics,2025-06-20,7.0,0.0,0,0,0,0,0,0,1,0,1,0.0,0,False,away,0.0,0.0,0.7222222222222222
Jade Melbourne,Mystics,2025-06-20,26.0,3.0,2,5,0,0,1,1,4,0,1,1.0,2,False,away,0.25,0.0,0.5
Sika Kone,Mystics,2025-06-20,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.3230769230769231,0.2,0.9166666666666666
Lucy Olsen,Mystics,2025-06-20,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.45014619883040935,0.25092165898617513,0.8541666666666666
Brionna Jones,Dream,2025-06-20,22.0,14.0,4,6,1,0,1,4,6,1,2,5.0,6,True,home,0.6666666666666666,0.5,0.8333333333333334
Brittney Griner,Dream,2025-06-20,27.0,10.0,7,1,0,1,2,3,6,0,1,4.0,4,True,home,0.5,0.0,1.0
Allisha Gray,Dream,2025-06-20,33.0,18.0,2,0,1,2,1,6,15,2,3,4.0,5,True,home,0.4,0.6666666666666666,0.8
Jordin Canada,Dream,2025-06-20,25.0,11.0,1,4,2,0,2,4,7,1,2,2.0,2,True,home,0.5714285714285714,0.5,1.0
Rhyne Howard,Dream,2025-06-20,37.0,13.0,5,6,0,0,0,3,11,1,7,6.0,6,True,home,0.2727272727272727,0.14285714285714285,1.0
Nia Coffey,Dream,2025-06-20,13.0,9.0,0,3,0,0,0,4,6,0,1,1.0,1,True,home,0.6666666666666666,0.0,1.0
Naz Hillmon,Dream,2025-06-20,18.0,8.0,3,0,1,0,0,3,7,2,4,0.0,0,True,home,0.42857142857142855,0.5,0.8166666666666668
Shatori Walker-Kimbrough,Dream,2025-06-20,10.0,2.0,0,1,0,0,0,1,1,0,0,0.0,0,True,home,1.0,0.2638888888888889,0.775
Te-Hina Paopao,Dream,2025-06-20,15.0,7.0,2,2,0,1,3,3,4,1,2,0.0,0,True,home,0.75,0.5,0.5714285714285714
Taylor Thierry,Dream,2025-06-20,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.13888888888888887,0.3333333333333333,0.25
Maya Caldwell,Dream,2025-06-20,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.3921717171717171,0.301962676962677,0.8
Myisha Hines-Allen,Wings,2025-06-20,18.0,4.0,6,2,0,0,2,2,4,0,0,0.0,0,True,away,0.5,0.30864197530864196,0.7469135802469135
NaLyssa Smith,Wings,2025-06-20,17.0,12.0,7,1,1,0,2,5,9,0,1,2.0,2,True,away,0.5555555555555556,0.0,1.0
Arike Ogunbowale,Wings,2025-06-20,34.0,7.0,2,1,1,0,3,2,9,1,4,2.0,2,True,away,0.2222222222222222,0.25,1.0
Paige Bueckers,Wings,2025-06-20,37.0,21.0,2,7,2,0,4,7,16,1,4,6.0,7,True,away,0.4375,0.25,0.8571428571428571
Aziaha James,Wings,2025-06-20,25.0,17.0,5,5,0,0,2,5,7,0,0,7.0,8,True,away,0.7142857142857143,0.21893424036281178,0.875
Li Yueru,Wings,2025-06-20,24.0,11.0,9,3,1,0,0,2,5,1,1,6.0,6,True,away,0.4,1.0,1.0
Kaila Charles,Wings,2025-06-20,14.0,9.0,1,1,0,0,1,4,8,1,3,0.0,1,True,away,0.5,0.3333333333333333,0.0
DiJonai Carrington,Wings,2025-06-20,24.0,5.0,9,1,2,1,2,2,9,0,3,1.0,4,True,away,0.2222222222222222,0.0,0.25
JJ Quinerly,Wings,2025-06-20,4.0,0.0,0,2,0,0,1,0,0,0,0,0.0,0,True,away,0.44773304208046855,0.3804347826086957,0.8809523809523809
Haley Jones,Wings,2025-06-20,3.0,0.0,1,0,0,0,0,0,0,0,0,0.0,0,True,away,0.45683421516754846,0.2826086956521739,0.5818681318681319
Maddy Siegrist,Wings,2025-06-20,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.48441168559946834,0.2631410256410256,0.692156862745098
Tyasha Harris,Wings,2025-06-20,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.4023809523809524,0.5166666666666666,1.0
Haley Peters,Sun,2025-06-20,12.0,2.0,4,1,0,1,0,1,3,0,1,0.0,0,False,home,0.3333333333333333,0.0,0.7142857142857143
Tina Charles,Sun,2025-06-20,29.0,26.0,6,1,1,0,1,8,17,0,2,10.0,11,False,home,0.47058823529411764,0.0,0.9090909090909091
Marina Mabrey,Sun,2025-06-20,29.0,8.0,3,6,0,1,2,2,10,1,6,3.0,4,False,home,0.2,0.16666666666666666,0.75
Jacy Sheldon,Sun,2025-06-20,24.0,10.0,1,2,0,0,0,4,4,2,2,0.0,0,False,home,1.0,1.0,0.8454545454545456
Saniya Rivers,Sun,2025-06-20,28.0,8.0,4,2,3,2,3,3,10,2,4,0.0,2,False,home,0.3,0.5,0.0
Aneesah Morrow,Sun,2025-06-20,19.0,10.0,7,3,0,1,0,3,6,0,0,4.0,5,False,home,0.5,0.25468749999999996,0.8
Olivia Nelson-Ododa,Sun,2025-06-20,20.0,6.0,0,1,1,3,0,3,5,0,0,0.0,0,False,home,0.6,0.5,0.7160714285714285
Bria Hartley,Sun,2025-06-20,17.0,7.0,2,2,2,0,3,1,6,1,3,4.0,4,False,home,0.16666666666666666,0.3333333333333333,1.0
Lindsay Allen,Sun,2025-06-20,17.0,6.0,0,1,2,0,3,2,2,0,0,2.0,2,False,home,1.0,0.14102564102564102,1.0
Jaelyn Brown,Sun,2025-06-20,5.0,0.0,2,0,0,0,0,0,1,0,0,0.0,0,False,home,0.0,0.4074074074074074,0.5
Rayah Marshall,Sun,2025-06-20,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.2484848484848485,0.0,0.5625
Kariata Diaby,Sun,2025-06-20,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.5,0.0,0.8194444444444443
Natasha Howard,Fever,2025-06-19,24.0,13.0,5,2,0,0,2,6,11,0,2,1.0,1,False,away,0.5454545454545454,0.0,1.0
Aliyah Boston,Fever,2025-06-19,30.0,17.0,12,1,1,3,3,7,11,1,1,2.0,2,False,away,0.6363636363636364,1.0,1.0
Kelsey Mitchell,Fever,2025-06-19,33.0,16.0,1,2,0,0,4,6,11,1,5,3.0,4,False,away,0.5454545454545454,0.2,0.75
Lexie Hull,Fever,2025-06-19,33.0,3.0,3,3,0,0,0,1,5,1,2,0.0,0,False,away,0.2,0.5,0.7499999999999999
Caitlin Clark,Fever,2025-06-19,34.0,11.0,7,9,1,0,6,3,14,0,7,5.0,5,False,away,0.21428571428571427,0.0,1.0
Damiris Dantas,Fever,2025-06-19,8.0,3.0,0,0,0,0,0,1,4,1,3,0.0,0,False,away,0.25,0.3333333333333333,0.8888888888888888
Brianna Turner,Fever,2025-06-19,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.5492424242424242,0.0,0.5833333333333334
Makayla Timpson,Fever,2025-06-19,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.5819444444444445,0.0,0.6666666666666666
Sydney Colson,Fever,2025-06-19,13.0,5.0,1,2,1,0,1,2,3,1,2,0.0,0,False,away,0.6666666666666666,0.5,0.8888888888888888
Sophie Cunningham,Fever,2025-06-19,24.0,9.0,6,1,0,0,0,3,7,3,7,0.0,0,False,away,0.42857142857142855,0.42857142857142855,0.8771929824561402
Kayla Thornton,Valkyries,2025-06-19,20.0,16.0,6,0,1,0,1,5,11,5,8,1.0,4,True,home,0.45454545454545453,0.625,0.25
Stephanie Talbot,Valkyries,2025-06-19,15.0,0.0,3,0,3,0,0,0,3,0,2,0.0,0,True,home,0.0,0.0,0.6683333333333333
Monique Billings,Valkyries,2025-06-19,19.0,8.0,3,1,1,0,2,4,7,0,2,0.0,1,True,home,0.5714285714285714,0.0,0.0
Veronica Burton,Valkyries,2025-06-19,32.0,11.0,5,3,0,1,0,2,11,1,6,6.0,6,True,home,0.18181818181818182,0.16666666666666666,1.0
Carla Leite,Valkyries,2025-06-19,20.0,8.0,1,4,1,0,2,4,7,0,1,0.0,0,True,home,0.5714285714285714,0.0,0.8407407407407407
Chloe Bibby,Valkyries,2025-06-19,24.0,12.0,3,1,1,0,0,4,9,2,6,2.0,2,True,home,0.4444444444444444,0.3333333333333333,1.0
Laeticia Amihere,Valkyries,2025-06-19,19.0,10.0,3,3,1,4,0,3,6,0,0,4.0,8,True,home,0.5,0.1346153846153846,0.5
Tiffany Hayes,Valkyries,2025-06-19,32.0,14.0,3,5,1,0,1,4,9,0,2,6.0,6,True,home,0.4444444444444444,0.0,1.0
Kate Martin,Valkyries,2025-06-19,20.0,9.0,5,1,1,0,1,4,7,1,4,0.0,0,True,home,0.5714285714285714,0.25,0.7787301587301588
Aerial Powers,Valkyries,2025-06-19,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.3037833081950729,0.21999999999999997,0.6439393939393939
Bree Hall,Valkyries,2025-06-19,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.4,0.0,0.41666666666666663
Kaitlyn Chen,Valkyries,2025-06-19,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.46916666666666657,0.36363636363636365,0.8666666666666667
Alyssa Thomas,Mercury,2025-06-19,27.0,18.0,15,7,2,0,1,6,10,0,0,6.0,9,True,away,0.6,0.0,0.6666666666666666
Kathryn Westbeld,Mercury,2025-06-19,15.0,4.0,0,0,3,0,0,2,5,0,2,0.0,0,True,away,0.4,0.0,0.7645833333333334
Satou Sabally,Mercury,2025-06-19,28.0,15.0,9,0,1,0,4,4,18,0,8,7.0,9,True,away,0.2222222222222222,0.0,0.7777777777777778
Sami Whitcomb,Mercury,2025-06-19,30.0,16.0,5,5,0,0,2,5,12,4,9,2.0,2,True,away,0.4166666666666667,0.4444444444444444,1.0
Monique Akoa Makani,Mercury,2025-06-19,28.0,21.0,1,6,0,0,2,8,12,0,4,5.0,5,True,away,0.6666666666666666,0.0,1.0
Natasha Mack,Mercury,2025-06-19,20.0,0.0,6,2,1,3,1,0,1,0,0,0.0,0,True,away,0.0,0.0,0.48148148148148157
Kalani Brown,Mercury,2025-06-19,7.0,0.0,2,0,1,0,1,0,0,0,0,0.0,0,True,away,0.5784438775510203,0.42857142857142855,0.7627450980392156
Murjanatu Musa,Mercury,2025-06-19,8.0,2.0,2,0,0,0,0,0,1,0,0,2.0,2,True,away,0.0,0.5,1.0
Kitija Laksa,Mercury,2025-06-19,28.0,13.0,1,1,1,0,0,5,11,3,6,0.0,0,True,away,0.45454545454545453,0.5,0.7515151515151515
Lexi Held,Mercury,2025-06-19,9.0,0.0,1,1,1,0,2,0,2,0,2,0.0,0,True,away,0.0,0.0,0.8214285714285714
Kahleah Copper,Mercury,2025-06-19,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.4286484335790847,0.3551615051615052,0.8971136887803555
Megan McConnell,Mercury,2025-06-19,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.25,0.5,0.0
Breanna Stewart,Liberty,2025-06-19,37.0,35.0,3,2,3,0,6,11,17,3,4,10.0,11,False,home,0.6470588235294118,0.75,0.9090909090909091
Kennedy Burke,Liberty,2025-06-19,22.0,6.0,2,1,1,0,2,2,3,2,2,0.0,0,False,home,0.6666666666666666,1.0,0.7840909090909091
Jonquel Jones,Liberty,2025-06-19,9.0,2.0,4,0,0,1,2,1,1,0,0,0.0,0,False,home,1.0,0.3643873802964713,0.7677489177489178
Natasha Cloud,Liberty,2025-06-19,33.0,8.0,3,10,0,0,0,3,8,2,5,0.0,0,False,home,0.375,0.4,0.87
Sabrina Ionescu,Liberty,2025-06-19,35.0,16.0,6,6,3,0,5,3,16,1,10,9.0,9,False,home,0.1875,0.1,1.0
Isabelle Harrison,Liberty,2025-06-19,4.0,1.0,0,0,0,0,0,0,0,0,0,1.0,2,False,home,0.42045669384379053,0.19230769230769232,0.5
Nyara Sabally,Liberty,2025-06-19,27.0,7.0,7,0,0,0,3,3,6,0,0,1.0,3,False,home,0.5,0.125,0.3333333333333333
Rebekah Gardner,Liberty,2025-06-19,9.0,0.0,5,0,0,0,1,0,2,0,0,0.0,0,False,home,0.0,0.4666666666666667,0.8055555555555555
Marine Johannes,Liberty,2025-06-19,22.0,6.0,2,0,1,1,0,3,8,0,5,0.0,0,False,home,0.375,0.0,0.84375
Jaylyn Sherrod,Liberty,2025-06-19,3.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.28541666666666665,0.23809523809523808,0.7666666666666666
Marquesha Davis,Liberty,2025-06-19,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.19999999999999998,0.0,0.875
Alyssa Thomas,Mercury,2025-06-18,31.0,14.0,8,11,1,0,5,5,10,0,0,4.0,6,True,away,0.5,0.0,0.6666666666666666
Kathryn Westbeld,Mercury,2025-06-18,23.0,4.0,4,2,1,1,0,1,4,0,3,2.0,2,True,away,0.25,0.0,1.0
Satou Sabally,Mercury,2025-06-18,29.0,12.0,15,1,1,1,1,3,11,1,5,5.0,6,True,away,0.2727272727272727,0.2,0.8333333333333334
Kahleah Copper,Mercury,2025-06-18,22.0,13.0,1,2,1,0,0,2,9,2,4,7.0,8,True,away,0.2222222222222222,0.5,0.875
Monique Akoa Makani,Mercury,2025-06-18,21.0,5.0,4,0,2,0,2,1,3,1,3,2.0,2,True,away,0.3333333333333333,0.3333333333333333,1.0
Natasha Mack,Mercury,2025-06-18,18.0,6.0,2,0,1,2,0,3,7,0,0,0.0,0,True,away,0.42857142857142855,0.0,0.48148148148148157
Kalani Brown,Mercury,2025-06-18,5.0,0.0,1,2,0,0,1,0,0,0,0,0.0,0,True,away,0.5784438775510203,0.42857142857142855,0.7627450980392156
Murjanatu Musa,Mercury,2025-06-18,8.0,4.0,2,0,0,0,0,2,4,0,0,0.0,0,True,away,0.5,0.5,0.6666666666666666
Kitija Laksa,Mercury,2025-06-18,23.0,11.0,2,0,0,1,1,4,10,2,6,1.0,1,True,away,0.4,0.3333333333333333,1.0
Lexi Held,Mercury,2025-06-18,20.0,14.0,2,0,2,0,2,5,6,2,2,2.0,2,True,away,0.8333333333333334,1.0,1.0
Sami Whitcomb,Mercury,2025-06-18,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.3469108458143545,0.30778686334241884,0.8087121212121211
Megan McConnell,Mercury,2025-06-18,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.25,0.5,0.0
Tina Charles,Sun,2025-06-18,15.0,2.0,4,1,0,0,4,1,5,0,1,0.0,0,False,home,0.2,0.0,0.8449969621022253
Olivia Nelson-Ododa,Sun,2025-06-18,23.0,10.0,14,1,0,3,1,4,6,0,0,2.0,4,False,home,0.6666666666666666,0.5,0.5
Bria Hartley,Sun,2025-06-18,19.0,9.0,1,2,0,0,0,2,6,2,4,3.0,4,False,home,0.3333333333333333,0.5,0.75
Marina Mabrey,Sun,2025-06-18,37.0,8.0,2,7,0,2,2,2,11,1,5,3.0,3,False,home,0.18181818181818182,0.2,1.0
Jacy Sheldon,Sun,2025-06-18,24.0,13.0,0,1,0,0,3,5,11,3,6,0.0,0,False,home,0.45454545454545453,0.5,0.8454545454545456
Haley Peters,Sun,2025-06-18,12.0,2.0,4,2,0,0,0,1,5,0,2,0.0,0,False,home,0.2,0.0,0.7142857142857143
Aneesah Morrow,Sun,2025-06-18,23.0,16.0,9,1,3,0,2,5,11,0,1,6.0,8,False,home,0.45454545454545453,0.0,0.75
Kariata Diaby,Sun,2025-06-18,7.0,2.0,2,0,1,0,0,1,3,0,0,0.0,0,False,home,0.3333333333333333,0.0,0.8194444444444443
Lindsay Allen,Sun,2025-06-18,5.0,0.0,0,2,0,0,0,0,0,0,0,0.0,0,False,home,0.39544513457556935,0.14102564102564102,0.8645833333333334
Jaelyn Brown,Sun,2025-06-18,13.0,6.0,0,0,0,0,0,2,3,2,3,0.0,0,False,home,0.6666666666666666,0.6666666666666666,0.5
Saniya Rivers,Sun,2025-06-18,23.0,7.0,1,3,1,0,1,2,7,0,2,3.0,4,False,home,0.2857142857142857,0.0,0.75
Rayah Marshall,Sun,2025-06-18,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.2484848484848485,0.0,0.5625
Nneka Ogwumike,Storm,2025-06-17,27.0,26.0,5,2,3,0,0,12,16,0,3,2.0,2,True,away,0.75,0.0,1.0
Gabby Williams,Storm,2025-06-17,29.0,11.0,4,7,8,0,1,5,10,1,3,0.0,0,True,away,0.5,0.3333333333333333,0.8827160493827161
Ezi Magbegor,Storm,2025-06-17,16.0,2.0,3,5,0,6,3,1,3,0,0,0.0,0,True,away,0.3333333333333333,0.25,0.6270114942528736
Skylar Diggins,Storm,2025-06-17,29.0,15.0,3,7,0,1,1,4,7,3,4,4.0,6,True,away,0.5714285714285714,0.75,0.6666666666666666
Erica Wheeler,Storm,2025-06-17,28.0,15.0,3,2,1,0,2,6,11,3,5,0.0,0,True,away,0.5454545454545454,0.6,0.8895833333333334
Alysha Clark,Storm,2025-06-17,19.0,14.0,2,2,0,0,0,5,7,4,5,0.0,0,True,away,0.7142857142857143,0.8,0.7833333333333332
Mackenzie Holmes,Storm,2025-06-17,5.0,0.0,1,0,0,0,0,0,1,0,0,0.0,0,True,away,0.0,0.0,0.0
Dominique Malonga,Storm,2025-06-17,13.0,7.0,3,1,1,0,1,3,7,0,1,1.0,2,True,away,0.42857142857142855,0.0,0.5
Lexie Brown,Storm,2025-06-17,21.0,3.0,2,1,1,0,1,1,6,1,6,0.0,0,True,away,0.16666666666666666,0.16666666666666666,0.6666666666666666
Zia Cooke,Storm,2025-06-17,14.0,5.0,1,2,1,0,1,2,7,1,3,0.0,0,True,away,0.2857142857142857,0.3333333333333333,0.675
Dearica Hamby,Sparks,2025-06-17,25.0,8.0,7,3,2,0,5,4,8,0,1,0.0,2,False,home,0.5,0.0,0.0
Azura Stevens,Sparks,2025-06-17,24.0,16.0,10,1,3,1,2,6,16,0,4,4.0,5,False,home,0.375,0.0,0.8
Rickea Jackson,Sparks,2025-06-17,36.0,17.0,2,2,2,0,4,4,15,1,6,8.0,8,False,home,0.26666666666666666,0.16666666666666666,1.0
Shey Peddy,Sparks,2025-06-17,24.0,6.0,4,3,0,0,3,1,2,1,1,3.0,4,False,home,0.5,1.0,0.75
Sarah Ashlee Barker,Sparks,2025-06-17,34.0,12.0,7,1,0,0,2,4,11,4,5,0.0,0,False,home,0.36363636363636365,0.8,0.725
Emma Cannon,Sparks,2025-06-17,16.0,2.0,8,1,0,0,1,1,2,0,0,0.0,0,False,home,0.5,0.34259259259259256,0.6818181818181818
Sania Feagin,Sparks,2025-06-17,11.0,0.0,1,1,0,3,2,0,4,0,2,0.0,0,False,home,0.0,0.0,0.0
Liatu King,Sparks,2025-06-17,10.0,6.0,0,1,0,0,0,1,2,0,1,4.0,4,False,home,0.5,0.0,1.0
Mercedes Russell,Sparks,2025-06-17,4.0,0.0,2,0,0,0,0,0,0,0,0,0.0,0,False,home,0.4375,0.0,0.7916666666666666
Grace Berger,Sparks,2025-06-17,16.0,0.0,1,1,0,0,3,0,4,0,2,0.0,0,False,home,0.0,0.0,0.6666666666666666
Odyssey Sims,Sparks,2025-06-17,0.0,,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.375339590964591,0.2705254515599343,0.8219003219003219
Julie Allemand,Sparks,2025-06-17,0.0,,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.40725108225108225,0.2980519480519481,0.8055555555555556
Shakira Austin,Mystics,2025-06-17,27.0,9.0,9,2,2,4,4,4,8,0,1,1.0,2,True,away,0.5,0.0,0.5
Kiki Iriafen,Mystics,2025-06-17,27.0,8.0,6,1,1,0,4,3,8,0,0,2.0,4,True,away,0.375,0.22857142857142856,0.5
Brittney Sykes,Mystics,2025-06-17,36.0,32.0,2,5,3,0,3,13,24,4,5,2.0,3,True,away,0.5416666666666666,0.8,0.6666666666666666
Sug Sutton,Mystics,2025-06-17,20.0,7.0,0,6,2,0,0,2,3,2,3,1.0,2,True,away,0.6666666666666666,0.6666666666666666,0.5
Sonia Citron,Mystics,2025-06-17,36.0,13.0,9,3,3,0,2,4,9,1,3,4.0,5,True,away,0.4444444444444444,0.3333333333333333,0.8
Aaliyah Edwards,Mystics,2025-06-17,12.0,6.0,2,1,1,1,1,2,4,0,0,2.0,4,True,away,0.5,0.0,0.5
Stefanie Dolson,Mystics,2025-06-17,13.0,2.0,0,1,1,0,0,0,1,0,1,2.0,2,True,away,0.0,0.0,1.0
Lucy Olsen,Mystics,2025-06-17,4.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.45014619883040935,0.25092165898617513,0.8541666666666666
Jade Melbourne,Mystics,2025-06-17,24.0,2.0,4,2,1,0,2,1,7,0,2,0.0,0,True,away,0.14285714285714285,0.0,0.6826923076923077
Emily Engstler,Mystics,2025-06-17,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.38402494331065756,0.25260416666666663,0.6145833333333334
Sika Kone,Mystics,2025-06-17,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.3230769230769231,0.2,0.9166666666666666
Georgia Amoore,Mystics,2025-06-17,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.0,0.0,0.0
Angel Reese,Sky,2025-06-17,35.0,17.0,10,5,1,1,7,7,13,0,1,3.0,4,False,home,0.5384615384615384,0.0,0.75
Kamilla Cardoso,Sky,2025-06-17,29.0,18.0,10,1,1,1,2,8,13,0,0,2.0,5,False,home,0.6153846153846154,0.5,0.4
Rebecca Allen,Sky,2025-06-17,21.0,7.0,5,4,2,0,4,2,4,1,2,2.0,2,False,home,0.5,0.5,1.0
Kia Nurse,Sky,2025-06-17,15.0,3.0,0,1,1,0,0,1,4,1,2,0.0,0,False,home,0.25,0.5,0.8043478260869565
Ariel Atkins,Sky,2025-06-17,34.0,10.0,2,7,2,4,2,4,9,0,1,2.0,2,False,home,0.4444444444444444,0.0,1.0
Michaela Onyenwere,Sky,2025-06-17,11.0,6.0,1,0,0,0,2,3,5,0,1,0.0,0,False,home,0.6,0.0,0.8559523809523809
Elizabeth Williams,Sky,2025-06-17,13.0,6.0,0,1,0,0,0,3,4,0,0,0.0,0,False,home,0.75,0.0,0.6798076923076923
Rachel Banham,Sky,2025-06-17,15.0,0.0,1,1,3,0,0,0,3,0,2,0.0,0,False,home,0.0,0.0,0.8777777777777778
Hailey Van Lith,Sky,2025-06-17,26.0,5.0,2,1,0,0,5,2,6,1,1,0.0,0,False,home,0.3333333333333333,1.0,0.7651515151515151
Maddy Westbeld,Sky,2025-06-17,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.3635783298826777,0.33666666666666667,0.8333333333333334
Courtney Vandersloot,Sky,2025-06-17,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.5079143079143079,0.3,0.8933333333333333
Moriah Jefferson,Sky,2025-06-17,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.25,0.25,0.0
Kayla Thornton,Valkyries,2025-06-17,35.0,17.0,5,0,1,1,4,5,11,2,6,5.0,6,False,away,0.45454545454545453,0.3333333333333333,0.8333333333333334
Stephanie Talbot,Valkyries,2025-06-17,21.0,0.0,2,4,1,0,1,0,3,0,2,0.0,0,False,away,0.0,0.0,0.6683333333333333
Monique Billings,Valkyries,2025-06-17,34.0,18.0,8,0,1,2,1,7,13,2,3,2.0,6,False,away,0.5384615384615384,0.6666666666666666,0.3333333333333333
Veronica Burton,Valkyries,2025-06-17,27.0,4.0,3,5,1,1,2,1,8,1,4,1.0,2,False,away,0.125,0.25,0.5
Carla Leite,Valkyries,2025-06-17,27.0,8.0,2,4,1,1,3,2,6,0,1,4.0,4,False,away,0.3333333333333333,0.0,1.0
Laeticia Amihere,Valkyries,2025-06-17,24.0,14.0,6,2,0,1,2,6,7,0,0,2.0,3,False,away,0.8571428571428571,0.1346153846153846,0.6666666666666666
Tiffany Hayes,Valkyries,2025-06-17,22.0,10.0,2,1,0,0,1,3,10,2,4,2.0,2,False,away,0.3,0.5,1.0
Kate Martin,Valkyries,2025-06-17,8.0,0.0,0,1,0,0,2,0,1,0,0,0.0,0,False,away,0.0,0.31620209059233445,0.7787301587301588
Chloe Bibby,Valkyries,2025-06-17,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.29819624819624824,0.37912087912087905,0.9333333333333332
Aerial Powers,Valkyries,2025-06-17,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.3037833081950729,0.21999999999999997,0.6439393939393939
Kaitlyn Chen,Valkyries,2025-06-17,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.46916666666666657,0.36363636363636365,0.8666666666666667
Myisha Hines-Allen,Wings,2025-06-17,28.0,9.0,6,2,0,2,2,4,6,0,1,1.0,3,True,home,0.6666666666666666,0.0,0.3333333333333333
NaLyssa Smith,Wings,2025-06-17,17.0,6.0,10,1,0,0,1,3,6,0,0,0.0,0,True,home,0.5,0.24,0.5490514905149052
Arike Ogunbowale,Wings,2025-06-17,36.0,19.0,5,6,3,1,1,7,19,3,8,2.0,2,True,home,0.3684210526315789,0.375,1.0
Paige Bueckers,Wings,2025-06-17,39.0,20.0,4,2,4,2,3,9,18,0,5,2.0,2,True,home,0.5,0.0,1.0
Aziaha James,Wings,2025-06-17,17.0,3.0,3,2,0,0,0,1,6,1,4,0.0,0,True,home,0.16666666666666666,0.25,0.6986842105263158
Li Yueru,Wings,2025-06-17,13.0,2.0,2,2,0,0,0,1,3,0,1,0.0,0,True,home,0.3333333333333333,0.0,0.869047619047619
Kaila Charles,Wings,2025-06-17,24.0,10.0,5,4,3,1,0,2,6,1,2,5.0,6,True,home,0.3333333333333333,0.5,0.8333333333333334
DiJonai Carrington,Wings,2025-06-17,22.0,8.0,4,4,2,0,3,1,9,1,5,5.0,6,True,home,0.1111111111111111,0.2,0.8333333333333334
JJ Quinerly,Wings,2025-06-17,4.0,3.0,0,0,0,0,1,1,1,1,1,0.0,0,True,home,1.0,1.0,0.8809523809523809
Haley Jones,Wings,2025-06-17,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.45683421516754846,0.2826086956521739,0.5818681318681319
